URL;Publisher
http://lawarencepress.com/;Lawarence Press
http://www.ajssh.leena-luna.co.jp/;Leena & Luna International
http://mainspringer.com/pub_site/;Mainspringer 
http://www.managementjournals.org/index.php;Management Journals
http://www.sciencepub.net/;Marsland Press
http://miredu.org/;Maryland Institute of Research
http://www.masaumnet.com/;MASAUM Network
http://www.mathewsopenaccess.com/;Mathews Open Access Journals
http://measpublishing.co.uk/;Meas Publishing Ltd
http://medical.sciencejournals.cc/;Medical Science Journals
http://www.medwelljournals.com/home.php;Medwell Journals
http://www.mrscholar.com/;Mr. Scholar
http://www.muhammadon.org/index.php;Muhammadon Centre for Research and Development
http://www.nngt.org/;N&N Global Technology
http://www.npplweb.com/;Narain Publishers Pvt. Ltd
http://national-science.ru/;National Association of Scholars
http://www.nemisjournals.org/;Nemis Journals
http://www.newgroundresjournals.org/;New Ground Research Journals
http://web.newscienceseries.com/;New Science Series Journals
http://www.newscientistpublish.com/;New Scientist Publishers
http://www.newwsa.com/;New World Sciences Academy
http://nexusacademicpublishers.com/;Nexus Academic Publishers
http://www.opastonline.com/;OPAST
http://www.openacademicpress.de/;Open Academic Press
http://www.orslib.org/index.html;Open Research and Science Library
http://openventio.org/;Openventio Publishsers
http://prlpublisher.com/;Panacea Research Library
http://pbsjournals.com/index.php;PBS Journals
http://www.pencilacademicpress.org/;Pencil Academic Press
http://www.pharmaintelligence.org/;Pharma Intelligence
http://www.pharmainterscience.com/;PharmaInterScience Publishers
http://www.pharmascope.org/;Pharmascope Publications
http://sites.google.com/site/photonfoundationorganization/;Photon Foundation
http://pjpub.org/;Pinnacle Journal Publication
http://www.primejournal.org/index.html;Prime Journals
http://prudentjournals.org/IRJCP/;Prudent Journals
http://www.pubicon.com/;Pubicon International Publications
http://www.pulsus.com/;Pulsus Group
http://renupublishers.com/;Renu Publishers
http://www.resindia.org/;Research and Educational Society
http://recopublisher.org/index.php/Recopublisher;Research Consultants and Publisher
http://www.ripknet.org/;Research Institute for Progression of Knowledge
http://researchleap.com/;ResearchLEAP
http://www.researchjournali.com/index.php;Researchjournali
http://www.rgsociety.org/;RG Education Society
http://www.risingvision.org/index.html;Rising Vision
http://www.rutveg.com/;Rutveg Publishing, Inc.
http://researchworld.org/;RW|ResearchWorld
http://www.jicep.com/;Sageya Publishers
http://www.sadgurupublications.com/ContactUs.aspx;Sadguru Publications
http://www.saiompublications.com/;Sai Om Publications
http://savantjournals.org/;Savant Journals
http://www.journals.savap.org.pk/;SAVAP International
http://www.scholarjournals.org/;Scholar Journals
http://www.ssjournals.com/;Scholar Science Journals
http://scholarsmepub.com/;Scholars Middle East Publishers
http://www.scholoxy.org/open-access-journals.php;Scholoxy Publications
http://sci-edit.net/journal/;Sci-Edit Publications
http://sciforschenonline.org/;Sci Forschen
http://sciedu.ca/web/;Sciedu Press
http://scik.org/;Science & Knowledge Publishing Corporation Limited
http://www.todayscience.org/;Science and Education Centre of North America
http://scitechc.com/index.php/index;Science and Technology Central
http://www.scitecpub.com/;Science and Technology Publishing
http://sciarena.com/MWP/;Science Arena Publications
http://www.ejournalnet.com/;Science Education Foundation
http://scihub.org/;Science HuÎ²
http://www.sciipub.com/;Science Instinct Publications
http://www.thescipub.com/;Science Publications
http://www.sciencepublication.org/;Science Publications
http://www.sciencerecord.com/;Science Record Journals
http://www.scirea.org/;Science Research Association
http://www.sciencedomain.org/;ScienceDomain International
http://www.sapub.org/journal/index.aspx;Scientific & Academic Publishing
http://www.scientificadvances.co.in/;Scientific Advances Publishers
http://ase-scoop.org/journals.html;Scientific Cooperations
http://www.scientificjournals.org/;Scientific Journals International
http://www.scientificliterature.org/;Scientific Literature
http://www.scipublish.com/;Scientific Online Publishing
http://www.scientificoajournals.org/index.php;Scientific Open Access Journals
http://www.sciencebeingjournal.com/;Scientific Planet
http://www.thescitechpub.com/publishers/index.aspx;SciTech Publishers
http://www.serialsjournals.com/;Serials Publications
http://www.setscholars.org/;SETScholars
http://signpostejournals.com/ejournals/Home.aspx;Signpost e Journals
http://www.skaponline.com/;Slovakia Academic Publishing
http://www.ijsscr.com/contact.html;Smile Nation &#8211 Lets Smile Together
http://www.sasjournals.com/;Society for Advancement of Sciences
http://scholarpublishing.org/index.php/index;Society for Science and Education United Kingdom
http://www.e-journaldirect.com/index.php;Sons and Daughters Publishing House
http://www.researchsource.org/home;Source
http://www.springcityculture.com/;Spring City Culture International Group Pte Ltd.
http://www.springjournals.net/;Spring Journals
http://skirec.org/index;Sri Krishna International Research & Educational Consortium
http://www.annemary.org/publication;St. Anne Mary Publication
http://streemjournals.org/;Streem Journal
http://scholarlyoa.wordpress.com/wp-admin/www.suryanshpublications.inf;Suryansh Publications
http://www.sustsci.org/;Sustainable Scientific Publisher
http://www.swanopen.com/;Swan Open
http://swedishscientificpublications.com/;Swedish Scientific Publications
http://www.swissjournals.org/;Swiss Journals
http://www.synergypublishers.com/;Synergy Publishers
http://journal.medsys-site.com/;Takayama Publishing Group
http://www.technicaljournalsonline.com/index.html;Technical Journals Online
http://www.tsijournals.com/;Trade Science, Inc
http://www.tjprc.org/index.php;Trans Stellar
http://www.challengejournal.com/;Tulpar Academic Publishing
http://ulster-press.uk/;Ulster Press
http://www.uniqueresearchjournals.com/index.htm;Unique Research Journals
http://www.unitedscholars.net/home.html;United Scholars Publications
http://unitedscientificgroup.com/;United Scientific Group
http://uamae.org/;Universal Association of Mechanical and Aeronautical Engineers
http://universalrg.org/index.aspx;Universal Research Group
http://www.universitypublications.net/index.html;UniversityPublications.net
http://valleyinternational.net/index.php;Valley International Journals
http://www.vnmpublication.com/Journal.htm;VNMPublication
http://www.vsrdjournals.com/;SRD International Journals
http://www.watchpub.org/index.htm;Watch Plus
http://www.sospublication.co.in/index.php;We-Together to Save Yourself Society
http://weberpub.org/;Wesley & Eber Publishing
http://www.whioce.com/;Whioce Publishing Pte. Ltd.
http://www.wiloludjournal.com/page.php;Wilolud Journals
http://www.woarjournals.org/;WOAR Journals
http://www.worldacademicresearchjournals.org/;World Academic Research Journals
http://www.warponline.org/;World Academy of Research and Publication
http://www.waset.org/publications.php;World Academy of Science, Engineering and Technology
http://www.woaj.org/;World Open Access Journals
http://wscholars.com/;World Scholars
http://www.wudpeckerresearchjournals.org/;Wudpecker Research Journals
http://www.wynoacademicjournals.org/index.html;Wyno Academic Journals
http://journal.yloop.com/;Yellow Loop Journal
http://acascipub.com/;Academic and Scientific Publishing
http://www.acadpubl.eu/index.html;Academic Publications, Ltd.
http://acrpub.com/index.php;Academic Research Publishers
http://academicwebpublishers.org/;Academic Web Publishers
http://www.arcjournals.org/index.php;Academicians&#8217 Research Center
http://aelsindia.com/;Academy for Environment and Life Sciences
http://www.absronline.org/;Academy of Business & Scientific Research
http://akpinsight.webs.com/;Academy of Knowledge Process
http://www.asss-web.com/;Academy of Science and Social Science
http://asaarjournals.com/;Academy of Scientific and Applied Research
http://advancejournals.org/;Advance Journals
http://www.aicit.org/publications.html;Advanced Institute of Convergence Information Technology
http://ambitjournals.org/;Ambit Journals
http://www.aascit.org/home/index;American Association for Science and Technology
http://www.asraresearch.org/;American Scholarly Research Association
http://www.aspbs.com/;American Scientific Publishers 
http://www.domainsmoon.com/;Antarctic Journals
http://www.arcjournals.org/;ARC Journals
http://aspublishers.com/;AS Publishers
http://asdpub.com/;ASD Publisher
http://www.ashdin.com/;Ashdin Publishing
http://www.apamr.org/;Asia-Pacific Association of Medical Research
http://www.aessweb.com/index.php;Asian Economic and Social Society
http://www.asianonlinejournals.com/;Asian Online Journal Publishing Group
http://asianpubs.org/content/;Asian Publication Corporation
http://www.theaceee.org/;Association of Computer Electronics and Electrical Engineers
http://www.atiner.gr/;Athens Institute for Education and Research
http://www.aabss.org.au/;Australian Academy of Business and Social Sciences
http://www.scie.org.au/;Australian Society for Commerce Industry & Engineering
http://www.aeuso.org/;Austrian E-Journals of Universal Scientific Organization
http://www.wjgnet.com/;Baishideng Publishing Group
http://basharesearch.com/journals.htm;Basha Research Corporation
http://bellpress.org/;Bell Press
http://www.1010press.com/;Binary Information Press
http://www.bioflux.com.ro/;Bioflux Society
http://www.biohelikon.org/;Biohelikon
http://biohouse.us/;Biohouse Publishing Group
http://www.bacpl.org/;Biological and Chemical Publishing
http://www.biomedpress.org/;BioMed Press
http://biopublisher.ca/;BioPublisher
http://www.blue-ap.org/;Blue Apple Publications
http://www.bretj.com/;Bret Research Journals
http://www.bjmhs.baar.org.uk/;British Association of Academic Research
http://brnsspublicationhub.org/;BRNSS Publication Hub
http://www.crpub.com/index.php;Canadian Research Publication
http://cardiologyacademicpress.com/;Cardiology Academic Press
http://www.carijournals.org/;CARI Journals
http://www.cibtech.org/index.htm;Centre For Info Bio Technology
http://clinmedjournals.org/;ClinMed International Library 
http://www.cloudpublications.org/;Cloud Publications
http://www.clytoaccess.com/;Clyto Access
http://www.icdtdi.ca/home.html;CONSORTIUM Intellectual Consortium of Drug Discovery and Technology Development, Inc.
http://www.globalcis.org/eng/;Convergence Information Society
http://crescopublications.org/;Cresco Online Publishing
http://dscipress.com/;Digital Science Press
http://www.disa.org.in/DPGroup/index.html;DISA Publication Group
http://discoveryjournals.com/;Discovery Publication
http://www.ecronicon.com/;E-Cronicon
http://eaglegp.org/;Eagle Publishing Group
http://ew-a.org/;&#8220East West&#8221 Association For Advanced Studies and Higher Education
http://www.ejmscience.com/journals/;eJM
http://elitehall.elitehall.com/;Elite Hall Publishing House
http://www.eliteresearchjournals.org/;Elite Research Journals
http://www.elkjournals.com/;ELK Asia Pacific Journals
http://elvedit.com/;ELVEDIT.COM
http://www.elynsgroup.com/Default.aspx;Elyns Publishing Group
http://etpub.com/;Engineering and Technology Publishing
http://epixpub.com/;EPIX PUB
http://eprajournals.com/;EPRA Journals
http://www.esrsa.org/;ESRSA Publication 
http://www.escijournals.net/;ESci Journals Publishing
http://etamaths.com/;ETA Maths Journals
http://eurasianacademy.org/;Eurasian Academy of Sciences
http://www.euroasiapub.org/;Euro Asia Research and Development Association
http://ea-journals.org/index.php;European-American Journals
http://everant.in/;Everant
http://www.everscience.org/index.html;EverScience Publications
http://excelyticspublishers.com/;Excelytics Publishers
http://fssh-journal.org/;FSSH Scholarly Journals
http://www.gathacognition.com/;Gatha Cognition
http://gavinpublishers.org/;Gavin Publishers
http://www.globalacademicinstitute.com/;Global Academic Institute
http://iashe.eu/en/periodicals-journals-academy;International Academy of Science and Higher Education
http://globalopenjournals.org/;Global Open Journals
http://www.grjournals.com/;Global Researchers Journals
http://european-science.org/en/;Global Science Center LP
http://www.ijcns.com/;Gopalax
http://grabstrust.com/;GRABS Educational Charitable Trust
http://www.gratisoa.org/;Gratis Open Access Publishers
http://grdspublishing.org/;GRDS Publishing 
http://www.gjournals.org/;Greener Journals
http://gsblifesciences.org/index.php;GSB Life Sciences
http://www.heighpubs.com/;Heighten Science Publications
http://www.humanpub.org/;Human and Sciences Publications
http://ijrcm.org.in/;IJRCM
http://www.ijmhr.org/index.html;IMED Research Publications
http://imprintsonline.org/index.php;Imprints Open Access
http://indianresearchjournals.com/Default.aspx;IndianResearchJournals.Com
http://infinitypress.info/publisher/;Infinity Press
http://infonomics-society.org/;Infonomics Society
http://inforesights.com/;Inforesights Publishing
http://www.innovativejournal.in/;Innovative Journals
http://innovinc.org/;Innovinc
http://www.inrewi.com/home;INREWI
http://www.theired.org/;Institute of Research Engineers and Doctors 
http://iadces.com/;International Agency for Development of Culture, Education and Science
http://www.iaet.net/;International Association for Engineering & Technology
http://iaetr.org/;International Association of Engineering & Technology Researchers
http://iatei.org/;International Association of Technology Education & Industry
http://www.iedrc.org/;International Economics Development and Research Center
http://www.ierfinfo.com/;International Education Research Foundation
http://internationalejournals.com/;International eJournals
http://www.information-iii.org/;International Information Institute
http://iipccl.org/;International Institute for Private, Commercial and Competition Law
http://theiier.org/Conference/Singapore/1/ICSTEM/publication.php;International Institute of Engineers & Researchers
http://www.iiis.org/;International Institute of Informatics and Systemics
http://www.internationaljournals.co.in/titles.aspx;International Journals.co.in
http://internationaljournalsforresearch.com/index.php;International Journals for Research
http://www.ijronline.com/;International Journals for Researchers
http://www.ijmra.us/;International Journals of Multidisciplinary Research Academy
http://gssrr.org/;International Journals of Research Papers
http://www.innspub.net/;International Network for Natural Sciences
http://insii.com/index.php;International Network for Scientific & Industrial Information
http://www.internationalpostgraduatenetwork.org/;International Postgraduate Network
http://www.lsrj.in/;International Recognition Research Journals
http://www.oiirj.org/;International Research E-Journals
http://www.interesjournals.org/;International Research Journals 
http://www.irocsjournals.org/irocs/home.php;International Research Organization of Computer Science
http://www.irphouse.com/;International Research Publication House
http://internationaljournalofresearch.org/;International Scholarly Open Access Research
http://www.isaet.org/;International Scientific Academy of Engineering & Technology
http://isij.in/;International Scientific Invention Journals
http://iser.co/;International Society for Engineers and Researchers
http://iszr.org/Jrs/index.php/index/index;International Society for Zoological Research
http://www.isurs.org/;International Society of Universal Research in Sciences
http://interscience.org.uk/;Interscience Journals
http://intuitionjournals.org/;Intuition Journals
http://www.irapub.com/;Ira Publications
http://ishitvtech.in/#;Ishitv Technologies
http://www.iwnest.com/index.html;Islamic World Network for Environmental Science and Technology
http://ivyunion.org/;Ivy Union Publishing
http://www.jscholaronline.org/list-of-journals.php;JScholar Journals
http://www.keyresearchjournals.org/;Key Research Journals
http://www.kindipublication.com/home.html;Kindi Publication
http://www.knowledgepublishinghouse.com/index.html;Knowledge Publishing Printing & Distribution House
http://euacademic.org/;Kogaion Publishing Center
http://www.kozmenkopublishing.com/;Kozmenko Science Publishing
http://thelar.ca/;Library of Academic Resources
http://www.lifescifeed.com/index.htm;LifeSciFeed Ventures
http://www.lighthousejournals.org/index.php;Lighthouse Journal Publication
http://literatipublishers.com/Journal/index.html;Literati Scientific and Publishers
http://loremjournals.com/index.php;Lorem Journals
http://www.macoctagonjournals.org/;Macoctagon Journals
http://macrojournals.com/home;macroJournals
http://madridge.org/;Madridge Publishers
http://www.ghrnet.org/index.php/index/index;Medical science
http://mcser.org/;Mediterranean Center of Social and Educational Research
http://www.mehtapress.com/;Mehta Press
http://meritresearchjournals.org/index.htm;Merit Research Journals
http://modernscientificpress.com/;Modern Scientific Press
http://www.multidisciplinaryjournals.com/;Multidisciplinary Journals
http://www.nessapublishers.com/index.php;Nessa Publishers
http://www.newcpress.com/;New Century Publishing Group
http://www.newcenturyscience.com/;New Century Science Press
http://ndpublisher.in/index.php;New Delhi Publisher
http://www.newpubli.com/index.shtml;Newpubli
http://www.nobel.gen.tr/;Nobel International Journals
http://www.noveltyjournals.com/;Novelty Journals
http://oaepublish.com/;OAE Publishing, Inc. (OAE)
http://www.oaspjournal.org/;OASP Journals
http://oceanicjournals.org/;Oceanic Journals
http://ommegaonline.com/;Ommega Publishers
http://onlinejournals.oscij.com/index.php/index/index;Online Journals Management System
http://onlinesciencepublishing.com/;Online Science Publishing
http://www.openaccesspub.org/;Open Access Pub
http://www.open-knowledge-society.org/;Open Research Society
http://oprscience.com/;OPR Science
http://www.oricpub.com/;ORIC Publications 
http://pacificejournals.com/;Pacific Group of e-Journals
http://psmpublishers.org/;Pakistan Science Mission
http://www.pearlresearchjournals.org/;Pearl Research Journals
http://pezzottaitejournals.net/pezzottaite/;Pezzottaite Journals
http://www.pharmainfo.in/;PharmaInfo
http://psrcentre.org/;Planetary Scientific Research Center
http://www.idpublications.org/;Progressive Academic Publishing
http://www.pphmj.com/;Pushpa Publishing House
http://quazzyjournals.org/index.htm;Quazzy Journals
http://sites.google.com/a/randspublications.org/randspublications/home;R & S Publications
http://recentscience.org/;Recent Science
http://www.redfame.com/home/;RedFame Publishing
http://www.remedypublications.com/;Remedy Publications
http://resealert.com/;Research Alert Journals
http://riojournals.com/home/;Research and Information Organization
http://www.rroij.com/;Research & Reviews
http://www.ripublication.com/;Research India Publications
http://www.researchjournalz.com/;Research Journal
http://www.researchwebpub.org/;Research WebPub
http://rossscience.org/index.php;Ross Science Publishers
http://sphinxsai.com/index.htm;Sai Scientific Communications
http://www.sapientpress.com/index.html;Sapient Press
http://scholarlinkresearch.com/;Scholarlink Resource Centre Limited
http://scholarsresearchlibrary.com/;Scholars Research Library
http://thescholedge.org/;Scholedge R&D Center
http://www.sandkrs.com/index-2.html;Science and Knowledge Research Society
http://www.sciacademypublisher.com/;Science Academy Publisher
http://scialert.net/index.php;Science Alert
http://www.sciepub.com/portal/Home;Science and Education
http://www.sjpub.org/;Science Journal Publication
http://www.sproc.org/index.htm;Science Park Research Organization and Counseling
http://www.sciencetarget.com/;Science Target
http://sciencevier.com/;Sciencevier
http://www.scientiasocialis.lt/;Scientia Socialis
http://thescientificpages.org/;The Scientific Pages
http://sciplatform.com/journals/index.php/index/index;Scientific Platform Online Journals
http://www.scirp.org/;Scientific Research Publishing
http://www.scientificviewers.com/;Scientific Viewers
http://www.scinzer.com/;Scinzer Scientific Publications
http://scitechz.com/index.html;Scitechz
http://www.internationaljournalssrg.org/index.html;Seventh Sense Research Group Journals
http://www.svpublishers.co.uk/;Silicon Valley Publishers
http://www.smartscitech.com/;Smart Science & Technology
http://soeagra.com/;Society of Education
http://www.saarj.com/index.html;South Asian Academic Research Journals
http://www.sciencej.com/submit.html;Southern Cross Publishing Group
http://www.springwoodpublication.com.au/;Springwood Publishing Corporation
http://www.sspublications.co.in/;SS Publications
http://www.standardglobaljournals.com/index.html;Standard Global Journals
http://statperson.com/;Statperson Publishing Corporation
http://www.svpublication.com/#;SV Publication
http://technoparkpublications.com/;Technopark Publications
http://technoscienceacademy.com/;Techno Science Academy
http://www.textroad.com/;Textroad Journals
http://www.tlepub.org/en/;TLEP Journals
http://tomaspubs.com/;Tomas Publishing
http://www.topclassglobaljournals.org/;Topclass Global Journals
http://usspress.com/;U.S. Science Press
http://unifiedjournals.org/;Unified Journals
http://www.ujconline.net/;Unique Journals Communication
http://www.upro.org.in/;Universal Publishing & Research Organization
http://urpjournals.com/contactus.php;Universal Research Publications
http://www.usp-pl.com/;Universe Scientific Publishing
http://usnsj.com/index.php/index/index;USN Scientific Journal
http://vibgyorpublishers.org/main/index.php;VIBGYOR Online Publishers
http://www.westeastinstitute.com/;West East Institute
http://wireilla.com/;Wireilla Scientific Publications
http://www.academicpub.org/;World Academic Publishing
http://warse.org/;World Academy of Research in Science and Engineering
http://www.wsrjournals.org/;World Science Research Journals
http://www.worldwidejournals.com/;World Wide Journals
http://zealscienza.com/zealscienza/;Zeal Scienza Realm of Erudition
http://www.zealscijournals.com/index.html;ZealSci Journals
http://www.zeetarz.com/;Zeetarz Group Publishing
http://www.zenithresearch.org.in/;Zenith International Research and Academic Foundation
http://zygoscient.org/;Zygoscient
